,id,url,primaryTitle,originalTitle,type,description,primaryImage,trailer,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes,metascore
32,tt0093300,https://www.imdb.com/title/tt0093300/,Jaws: The Revenge,Jaws: The Revenge,movie,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,https://m.media-amazon.com/images/M/MV5BZGFiOTU1MTctMTRkMy00ZmVkLTk5YTktODMxZDhlOGQyN2MwXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=PMXarjDD86E,PG-13,1987,,1987-07-17,"['Monster Horror', 'Sea Adventure', 'Adventure', 'Horror', 'Thriller']",['US'],,['en'],"[""Edgartown, Martha's Vineyard, Massachusetts, USA""]","[{'id': 'co0005073', 'name': 'Universal Pictures'}]",23000000.0,51881013.0,"['Adventure', 'Horror', 'Thriller']",False,89,3.0,51327,15.0
33,tt19623240,https://www.imdb.com/title/tt19623240/,Winnie-the-Pooh: Blood and Honey,Winnie-the-Pooh: Blood and Honey,movie,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.",https://m.media-amazon.com/images/M/MV5BMTA1YjEyNmQtNGNiYi00OWFlLWJlMDQtOWIyZjA5OTZhODVjXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=43_Nh6ymnRQ,Not Rated,2023,,2023-03-17,"['Monster Horror', 'Slasher Horror', 'Horror']","['GB', 'US']","['https://www.itnfilms.net/catalog/WINNIE-THE-POOH%3A-BLOOD-AND-HONEY', 'http://www.winniethepoohhorror.nl/']",['en'],"['Ashdown Forest, East Sussex, England, UK']","[{'id': 'co0005266', 'name': 'ITN Distribution'}, {'id': 'co0862075', 'name': 'Jagged Edge Productions'}]",100000.0,7717044.0,['Horror'],False,84,2.9,33692,16.0
34,tt0383222,https://www.imdb.com/title/tt0383222/,BloodRayne,BloodRayne,movie,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.",https://m.media-amazon.com/images/M/MV5BZTQ1MjE1ZDItNTI1Ny00NDllLWEzZWMtNzJlNDRjYmZmNzk5XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=VBVU7pR3pkQ,R,2005,,2006-01-06,"['Dark Fantasy', 'Superhero', 'Vampire Horror', 'Action', 'Fantasy', 'Horror']","['CA', 'DE', 'US']",['https://mt2.org/uyeler/bloodrayne.7515/'],['en'],"['Corvin Castle, Hunedoara, Romania']","[{'id': 'co0139475', 'name': 'Romar Entertainment'}, {'id': 'co0021154', 'name': 'Boll Kino Beteiligungs GmbH & Co. KG'}, {'id': 'co0137814', 'name': 'Herold Productions'}]",25000000.0,3650275.0,"['Action', 'Fantasy', 'Horror']",False,95,3.0,37852,18.0
35,tt0089280,https://www.imdb.com/title/tt0089280/,Hobgoblins,Hobgoblins,movie,A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,https://m.media-amazon.com/images/M/MV5BMTYzNDYxMTY3N15BMl5BanBnXkFtZTgwNjAxMzkwMzE@._V1_.jpg,https://www.youtube.com/watch?v=o0fhewrzBRM,Not Rated,1988,,1988-07-14,"['Comedy', 'Horror', 'Sci-Fi']",['US'],,['en'],"['Mulholland Drive, Hollywood Hills, Los Angeles, California, USA']","[{'id': 'co0067978', 'name': 'Rick Sloane Productions'}]",15000.0,,"['Comedy', 'Horror', 'Sci-Fi']",False,88,2.2,12720,
36,tt0105643,https://www.imdb.com/title/tt0105643/,Troll 2,Troll 2,movie,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them.",https://m.media-amazon.com/images/M/MV5BYzJkY2E0ZjEtYjQ4Yy00MmI3LWFhMGItZjllNmJhM2Y5NTBkXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=9KCct4RwLNM,PG-13,1990,,,"['Supernatural Horror', 'Comedy', 'Fantasy', 'Horror']",['IT'],,['en'],"['1680 East Center Court, Heber City, Utah, USA']","[{'id': 'co0059265', 'name': 'Filmirage'}]",100000.0,1131.0,"['Comedy', 'Fantasy', 'Horror']",False,95,3.0,35643,
37,tt7668842,https://www.imdb.com/title/tt7668842/,Enes Batur: Imagination or Reality?,Enes Batur: Hayal Mi Gerçek Mi?,movie,Enes Batur has to decide between going to college or being a professional YouTuber.,https://m.media-amazon.com/images/M/MV5BNjk0Mzk5OTItYzZiNy00ZGYyLWJjYzktNjg3NWExZjUyNDhlXkEyXkFqcGc@._V1_.jpg,,,2018,,2018-01-19,['Comedy'],['TR'],"['https://boxofficeturkiye.com/film/enes-batur-hayal-mi-gercek-mi-2013927', 'https://www.facebook.com/enesbaturfilm/']",['tr'],"['Antalya, Turkey']","[{'id': 'co0680852', 'name': 'Eren Medya'}]",,3595901.0,['Comedy'],False,110,2.0,56334,
38,tt2467046,https://www.imdb.com/title/tt2467046/,Left Behind,Left Behind,movie,A small group of survivors is left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_.jpg,https://www.youtube.com/watch?v=c1w_qrsAYsw,PG-13,2014,,2014-10-03,"['Dystopian Sci-Fi', 'Action', 'Fantasy', 'Sci-Fi', 'Thriller']","['US', 'CA', 'JP', 'GB']","['http://www.facebook.com/leftbehindthemovie', 'http://twitter.com/leftbehindmovie']",['en'],"['Baton Rouge, Louisiana, USA']","[{'id': 'co0398908', 'name': 'Stoney Lake Entertainment'}]",16000000.0,27405896.0,"['Action', 'Fantasy', 'Sci-Fi']",False,110,3.1,43587,12.0
39,tt10886166,https://www.imdb.com/title/tt10886166/,365 Days,365 dni,movie,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",https://m.media-amazon.com/images/M/MV5BMTg5N2U4ZTItMjc2NC00NDg2LWIzODYtOWZmNzY5Yzc5MzUxXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=J79D3hny-e8,TV-MA,2020,,2020-06-07,"['Steamy Romance', 'Drama', 'Romance']",['PL'],,"['pl', 'en', 'it']","['Warsaw, Mazowieckie, Poland']","[{'id': 'co0726975', 'name': 'Ekipa'}, {'id': 'co0776224', 'name': 'Future Space'}, {'id': 'co0407818', 'name': 'Next Film'}]",,9458590.0,"['Drama', 'Romance']",False,114,3.3,103524,
40,tt0785077,https://www.imdb.com/title/tt0785077/,Who's Your Caddy?,Who's Your Caddy?,movie,When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage can't handle.,https://m.media-amazon.com/images/M/MV5BMTY1MDQwMTYxNF5BMl5BanBnXkFtZTcwMTAwOTM1MQ@@._V1_.jpg,https://www.youtube.com/watch?v=6FGO_s1zuZA,PG-13,2007,,2007-07-27,"['Comedy', 'Sport']",['US'],['https://mt2.org/uyeler/whos-your-caddy.13654/'],['en'],"['Aiken, South Carolina, USA']","[{'id': 'co0094902', 'name': 'Ascendant Pictures'}, {'id': 'co0041195', 'name': 'Cheyenne Enterprises'}, {'id': 'co0019626', 'name': 'Dimension Films'}]",7000000.0,5713425.0,"['Comedy', 'Sport']",False,93,2.3,15707,18.0
41,tt0810913,https://www.imdb.com/title/tt0810913/,Jack and Jill,Jack and Jill,movie,"Family guy, Jack Sadelstein, prepares for the annual event he always dreads--the Thanksgiving visit of his fraternal twin sister, the needy, and passive-aggressive Jill, who then refuses to leave.",https://m.media-amazon.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_.jpg,https://www.youtube.com/watch?v=uA48UG0gkJI,PG,2011,,2011-11-11,"['Buddy Comedy', 'Comedy']",['US'],"['https://www.facebook.com/JackandJillMovie', 'http://www.jackandjill-movie.com/']",['en'],['Allure of the Seas'],"[{'id': 'co0050868', 'name': 'Columbia Pictures'}, {'id': 'co0059609', 'name': 'Happy Madison Productions'}, {'id': 'co0163543', 'name': 'Broken Road Productions'}]",79000000.0,149673788.0,['Comedy'],False,91,3.3,92984,23.0
42,tt0246894,https://www.imdb.com/title/tt0246894/,Rollerball,Rollerball,movie,The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.,https://m.media-amazon.com/images/M/MV5BMjA3OTk4NDE1OV5BMl5BanBnXkFtZTcwODAyOTY2NA@@._V1_.jpg,https://www.youtube.com/watch?v=uFWFEoK9Yz8,PG-13,2002,,2002-02-08,"['Dark Comedy', 'Extreme Sport', 'Action', 'Sci-Fi', 'Sport']","['US', 'DE', 'CA', 'JP']",['https://mt2.org/uyeler/rollerball.15625/'],"['en', 'ru', 'fr', 'ar', 'ko', 'de', 'ja']","['Lethbridge, Alberta, Canada']","[{'id': 'co0028338', 'name': 'Atlas Entertainment'}, {'id': 'co0311606', 'name': 'Canada Film Capital'}, {'id': 'co0069136', 'name': 'Helkon Media'}]",70000000.0,25852764.0,"['Action', 'Sci-Fi', 'Sport']",False,98,3.1,30334,14.0
43,tt0058548,https://www.imdb.com/title/tt0058548/,Santa Claus Conquers the Martians,Santa Claus Conquers the Martians,movie,The Martians kidnap Santa Claus because there is nobody on Mars to give their children presents.,https://m.media-amazon.com/images/M/MV5BMzZiNDM3MDgtM2VhOS00NWFiLTkyYzEtNjUwODQ0OTc4NzNiXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=X06DV3Hx_Q4,Not Rated,1964,,1966-11-10,"['Space Sci-Fi', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Holiday', 'Sci-Fi']","['US', 'DK']",,['en'],"['Roosevelt Field, Garden City, Long Island, New York, USA']","[{'id': 'co0060446', 'name': 'Jalor Productions'}]",200000.0,,"['Adventure', 'Comedy', 'Family']",False,81,2.7,13016,
44,tt5690360,https://www.imdb.com/title/tt5690360/,Slender Man,Slender Man,movie,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_.jpg,https://www.youtube.com/watch?v=ySy8mcceTno,PG-13,2018,,2018-08-10,"['Psychological Horror', 'Supernatural Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",['US'],"['http://www.facebook.com/SlenderManMovie', 'http://www.instagram.com/slendermanmovie/']",['en'],"['New England Studios, Devens, Massachusetts, USA']","[{'id': 'co0010568', 'name': 'Screen Gems'}, {'id': 'co0321082', 'name': 'Mythology Entertainment'}, {'id': 'co0202761', 'name': 'Madhouse Entertainment'}]",10000000.0,51738549.0,"['Horror', 'Mystery', 'Thriller']",False,93,3.3,40473,30.0
45,tt7255568,https://www.imdb.com/title/tt7255568/,Student of the Year 2,Student of the Year 2,movie,"A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",https://m.media-amazon.com/images/M/MV5BNjRlMjFhYzktMGRjOC00NGQ5LTgzZjktNTg3ZWI2ZTgzNGQ5XkEyXkFqcGc@._V1_.jpg,,Not Rated,2019,,2019-05-10,"['Action', 'Comedy', 'Drama', 'Romance', 'Sport']",['IN'],"['https://www.facebook.com/SOTYOfficial/', 'https://www.instagram.com/sotyoffical/']",['hi'],,"[{'id': 'co0266060', 'name': 'Fox STAR Studios'}, {'id': 'co0078768', 'name': 'Dharma Productions'}, {'id': 'co0133843', 'name': 'SIF 309 Film Music'}]",800000000.0,1635907.0,"['Action', 'Comedy', 'Drama']",False,146,2.2,23252,
46,tt0327554,https://www.imdb.com/title/tt0327554/,Catwoman,Catwoman,movie,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",https://m.media-amazon.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_.jpg,https://www.youtube.com/watch?v=ePgLOVNMSTo,PG-13,2004,,2004-07-23,"['Superhero', 'Action', 'Crime', 'Fantasy']",['US'],"['http://www.warnerbros.fr/movies/catwoman/', 'http://catwoman.warnerbros.com/']","['en', 'es']","['Winnipeg, Manitoba, Canada']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0108864', 'name': 'Village Roadshow Pictures'}, {'id': 'co0062957', 'name': 'DiNovi Pictures'}]",100000000.0,82402379.0,"['Action', 'Crime', 'Fantasy']",False,104,3.4,128894,27.0
47,tt0116756,https://www.imdb.com/title/tt0116756/,Kazaam,Kazaam,movie,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",https://m.media-amazon.com/images/M/MV5BMzMzMWY2NjgtZjU3NS00MDA0LTlkZTEtZWE4MzFiNzRhYjE1XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=fFVaxa1UKNg,PG,1996,,1996-07-17,"['Comedy', 'Family', 'Fantasy', 'Musical']",['US'],['https://mt2.org/uyeler/kazaam.3185/'],['en'],"['Brooklyn, New York City, New York, USA']","[{'id': 'co0049348', 'name': 'Touchstone Pictures'}, {'id': 'co0031772', 'name': 'Interscope Communications'}, {'id': 'co0030612', 'name': 'Polygram Filmed Entertainment'}]",20000000.0,18937262.0,"['Comedy', 'Family', 'Fantasy']",False,93,3.1,26187,24.0
48,tt9624766,https://www.imdb.com/title/tt9624766/,Jiu Jitsu,Jiu Jitsu,movie,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",https://m.media-amazon.com/images/M/MV5BNDY5MDk2YmEtMWYxYy00Nzc2LTgzZmItMGYxMjk0NTI1MTczXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=ywhTeWg8970,R,2020,,2020-11-20,"['Action', 'Sci-Fi', 'Thriller']",['US'],['https://mt2.org/uyeler/jiu-jitsu.13519/'],"['en', 'my']",['Cyprus'],"[{'id': 'co0598568', 'name': 'Acme Rocket Fuel'}]",8000000.0,99924.0,"['Action', 'Sci-Fi', 'Thriller']",False,102,2.9,10933,27.0
49,tt9820556,https://www.imdb.com/title/tt9820556/,Breach,Breach,movie,"On the cusp of fatherhood, a junior mechanic aboard an interstellar ark to New Earth must outwit a malevolent cosmic terror intent on using the spaceship as a weapon.",https://m.media-amazon.com/images/M/MV5BMjdlMmFlZWEtZjFhZC00NmRiLTkzYzYtMmYzYzQzMjRmZWE4XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=vntSSo0yuc4,R,2020,,2020-12-18,"['Dark Comedy', 'Dystopian Sci-Fi', 'Monster Horror', 'Space Sci-Fi', 'Action', 'Horror', 'Sci-Fi']","['US', 'CA', 'DE']",['https://anti-life.jp/'],['en'],"['Fitzgerald, Georgia, USA']","[{'id': 'co0554413', 'name': '308 Ent'}, {'id': 'co0629377', 'name': 'Almost Never Films Inc.'}, {'id': 'co0261920', 'name': 'Aloe Entertainment'}]",,39328.0,"['Action', 'Horror', 'Sci-Fi']",False,92,2.9,20478,
50,tt10350922,https://www.imdb.com/title/tt10350922/,Laxmii,Laxmii,movie,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge.",https://m.media-amazon.com/images/M/MV5BMTVlMjEwOWItY2RlMS00NTk5LTllMDEtYjdkZTJmZGViNjhhXkEyXkFqcGc@._V1_.jpg,,,2020,,2020-11-09,"['Action', 'Comedy', 'Horror']",['IN'],"['https://www.hotstar.com/sg/movies/laxmii/1260036200', 'https://www.akshaykumarmovies.co.in/2022/04/laxmii-full-movie-akshay-kumar-movies.html']","['hi', 'en']",,"[{'id': 'co0315674', 'name': 'Cape of Good Films'}, {'id': 'co0266060', 'name': 'Fox STAR Studios'}, {'id': 'co0746847', 'name': 'Shabinaa Entertainment'}]",,623913.0,"['Action', 'Comedy', 'Horror']",False,141,2.5,59281,
51,tt7608028,https://www.imdb.com/title/tt7608028/,The Open House,The Open House,movie,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,https://m.media-amazon.com/images/M/MV5BMTU0MjQxNjk3Ml5BMl5BanBnXkFtZTgwOTM3NzY0NDM@._V1_.jpg,https://www.youtube.com/watch?v=tMSu3Gyz1jU,TV-MA,2018,,2018-01-19,"['Horror', 'Thriller']","['CA', 'US']",,['en'],"['Big Bear Lake, California, USA']",,100000.0,,"['Horror', 'Thriller']",False,94,3.3,38272,
52,tt0120207,https://www.imdb.com/title/tt0120207/,Steel,Steel,movie,A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.,https://m.media-amazon.com/images/M/MV5BY2QxZWM5ZjMtYzk2MS00MTdkLWIyMWUtMmE0YjgyN2Y5ZTgxXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=ItaRZO69RsY,PG-13,1997,,1997-08-15,"['Superhero', 'Action', 'Adventure', 'Crime', 'Fantasy', 'Sci-Fi']",['US'],['http://movies.warnerbros.com/steel/main.html'],['en'],"['Downtown, Los Angeles, California, USA']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0214635', 'name': 'Quincy Jones-David Salzman Entertainment'}]",16000000.0,1801972.0,"['Action', 'Adventure', 'Crime']",False,97,3.0,15489,28.0
53,tt2403029,https://www.imdb.com/title/tt2403029/,The Starving Games,The Starving Games,movie,"In this ""Hunger Games"" spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, in which she could also win an old ham, a coupon for a foot-long sub, and a partially-eaten pickle.",https://m.media-amazon.com/images/M/MV5BMTgwOTk2OTY4MV5BMl5BanBnXkFtZTgwMTU5MjE0MDE@._V1_.jpg,https://www.youtube.com/watch?v=V-bTeQ8Esdk,PG-13,2013,,2013-10-31,"['Parody', 'Adventure', 'Comedy', 'Sci-Fi']",['US'],"['https://www.facebook.com/StarvingGames', 'https://twitter.com/_StarvingGames']",['en'],"['Hammond, Louisiana, USA']","[{'id': 'co0179825', 'name': 'The Safran Company'}]",4999278.0,3906308.0,"['Adventure', 'Comedy', 'Sci-Fi']",False,83,3.2,23290,
54,tt1666186,https://www.imdb.com/title/tt1666186/,Vampires Suck,Vampires Suck,movie,"In this spoof of vampire-themed movies, teenager Becca finds herself torn between two boys. She and her friends wrestle with endless dramas that crescendo at the prom.",https://m.media-amazon.com/images/M/MV5BMTk2MDk0NDU4MF5BMl5BanBnXkFtZTcwNzAyODk2Mw@@._V1_.jpg,https://www.youtube.com/watch?v=Gw1oGbdXzoU,PG-13,2010,,2010-08-18,"['Parody', 'Slapstick', 'Vampire Horror', 'Comedy', 'Horror']",['US'],['http://www.facebook.com/vampiressuckmovie'],"['en', 'de']","['Shreveport, Louisiana, USA']","[{'id': 'co0007127', 'name': 'New Regency Productions'}, {'id': 'co0232385', 'name': 'Road Rebel'}]",20000000.0,80547866.0,"['Comedy', 'Horror']",False,82,3.4,53065,18.0
55,tt4877122,https://www.imdb.com/title/tt4877122/,The Emoji Movie,The Emoji Movie,movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_.jpg,https://www.youtube.com/watch?v=p3eg0JIc6d4,PG,2017,,2017-07-28,"['Computer Animation', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",['US'],"['https://www.facebook.com/EmojiMovie', 'http://www.theemoji-movie.com/']","['en', 'es']",,"[{'id': 'co0050868', 'name': 'Columbia Pictures'}, {'id': 'co0479739', 'name': 'LStar Capital'}, {'id': 'co0121181', 'name': 'Sony Pictures Animation'}]",50000000.0,217776646.0,"['Adventure', 'Animation', 'Comedy']",False,86,3.4,75322,12.0
56,tt6038600,https://www.imdb.com/title/tt6038600/,Smolensk,Smolensk,movie,"An inspired story of people affected by the 2010 crash of Polish Air Force Flight 101 in Smolensk, Russia. Fiery reporter Nina won't accept the story she's been given and is determined to find the truth.",https://m.media-amazon.com/images/M/MV5BM2VjODkyOGEtMDdjMi00NzEwLThiMDQtNzNjNmFkOGQ3Mjc1XkEyXkFqcGc@._V1_.jpg,,,2016,,2016-09-09,"['Drama', 'Thriller']",['PL'],['http://kinoswiat.pl/smolensk/'],"['pl', 'en']","['Warsaw, Mazowieckie, Poland']","[{'id': 'co0607336', 'name': ""Fundacja 'Smolensk 2010'""}, {'id': 'co0607337', 'name': 'Fundacja Smolensk 2010'}]",3000000.0,2336032.0,"['Drama', 'Thriller']",False,120,1.2,40341,
57,tt0329028,https://www.imdb.com/title/tt0329028/,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,movie,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,https://m.media-amazon.com/images/M/MV5BNjgzOTE0YmItODkzZi00MmVhLWE5NzAtMjExN2NmYjUxNDYwXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=tdjX8Voj5vI,PG-13,2003,,2003-06-13,"['Buddy Comedy', 'Slapstick', 'Comedy']",['US'],,['en'],"['Atlanta International School - 2890 N. Fulton Drive, Buckhead, Georgia, USA']","[{'id': 'co0046718', 'name': 'New Line Cinema'}, {'id': 'co0073858', 'name': 'Burg/Koules Productions'}, {'id': 'co0028247', 'name': 'Avery Pix'}]",19000000.0,39267515.0,['Comedy'],False,85,3.5,43488,19.0
58,tt2574698,https://www.imdb.com/title/tt2574698/,Gunday,Gunday,movie,"The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",https://m.media-amazon.com/images/M/MV5BMjI2NjEzNjc4NV5BMl5BanBnXkFtZTgwODQxOTc5MDE@._V1_.jpg,https://www.youtube.com/watch?v=lFI09rbuHQ8,Not Rated,2014,,2014-02-14,"['Action', 'Drama', 'Musical', 'Romance']",['IN'],,"['hi', 'bn']","['Kolkata, West Bengal, India']","[{'id': 'co0077190', 'name': 'Yash Raj Films'}]",,11061813.0,"['Action', 'Drama', 'Musical']",False,152,2.7,60732,
59,tt8366590,https://www.imdb.com/title/tt8366590/,Baaghi 3,Baaghi 3,movie,A man embarks on a bloody rampage to save his kidnapped brother.,https://m.media-amazon.com/images/M/MV5BNjY1OWY0NTctOGMwZC00YWIzLWE1NzQtYzM3MzM3YTg1ZTY2XkEyXkFqcGc@._V1_.jpg,,,2020,,2020-03-06,"['One-Person Army Action', 'Action']",['IN'],"['https://www.hotstar.com/gb/movies/baaghi-3/1260025583', 'https://www.hotstar.com/in/movies/baaghi-3/1260025583']",['hi'],,"[{'id': 'co0241299', 'name': 'Fox Star Studios'}, {'id': 'co0183118', 'name': 'Nadiadwala Grandson Entertainment'}]",550000000.0,16726510.0,['Action'],False,143,2.2,14464,
60,tt0110978,https://www.imdb.com/title/tt0110978/,Texas Chainsaw Massacre: The Next Generation,The Return of the Texas Chainsaw Massacre,movie,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface (Robert Jacks) and his insane family of cannibalistic psychopaths.",https://m.media-amazon.com/images/M/MV5BMDI5YTk0MjUtMTZiNy00OTUzLTlkNWYtYjZjNjVhNmY5YjQzXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=jmyDMs3ec5w,R,1994,,1995-09-22,"['Dark Comedy', 'Satire', 'Slasher Horror', 'Comedy', 'Horror', 'Thriller']",['US'],,['en'],"['16493 Cameron Road, Pflugerville, Texas, USA']","[{'id': 'co0063750', 'name': 'Ultra Muchos Productions'}, {'id': 'co0065912', 'name': 'River City Films'}, {'id': 'co0073054', 'name': 'Genre Pictures'}]",600000.0,185898.0,"['Comedy', 'Horror', 'Thriller']",False,87,3.4,27313,50.0
61,tt0795461,https://www.imdb.com/title/tt0795461/,Scary Movie V,Scary Movie 5,movie,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_.jpg,https://www.youtube.com/watch?v=UTAxAVeUHog,PG-13,2013,,2013-04-12,"['Parody', 'Comedy', 'Horror']",['US'],['http://scarymoviefive.com/'],"['en', 'es', 'la']","['Atlanta, Georgia, USA']","[{'id': 'co0019626', 'name': 'Dimension Films'}, {'id': 'co0423263', 'name': 'DZE'}, {'id': 'co0031185', 'name': 'Brad Grey Pictures'}]",20000000.0,78378744.0,"['Comedy', 'Horror']",False,86,3.6,79981,11.0
62,tt1572311,https://www.imdb.com/title/tt1572311/,Tees Maar Khan,Tees Maar Khan,movie,"Posing as a movie director, a conman attempts to trick an entire village into helping him rob a treasure-laden train.",https://m.media-amazon.com/images/M/MV5BNTk1NTM5NDYwNl5BMl5BanBnXkFtZTcwMDI2MTYxNA@@._V1_.jpg,https://www.youtube.com/watch?v=PYmpVwrmKT8,Not Rated,2010,,2010-12-24,"['Caper', 'Comedy', 'Crime']",['IN'],"['http://www.teesmaarkhan-thefilm.com/', 'https://en.m.wikipedia.org/wiki/Sheila_Ki_Jawani']",['hi'],['India'],"[{'id': 'co0336221', 'name': 'Hari Om Entertainment Company'}, {'id': 'co0293608', 'name': ""Three's Company Production""}, {'id': 'co0131238', 'name': 'UTV Motion Pictures'}]",4200000.0,13681934.0,"['Comedy', 'Crime']",False,135,2.8,15101,
63,tt0368226,https://www.imdb.com/title/tt0368226/,The Room,The Room,movie,"In San Francisco, an amiable banker's seemingly perfect life is turned upside down when his deceitful bride-to-be embarks on a passionate affair with his best friend.",https://m.media-amazon.com/images/M/MV5BYmNkMThiODYtZTAzMC00ODJkLTg5MmEtMWIyMGFlZDlkYmNlXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=KRAUPqK9Y7I,R,2003,,2003-06-27,"['Tragedy', 'Drama']",['US'],"['https://www.facebook.com/pages/The-Room/57166529496?ref=ts', 'https://www.facebook.com/pages/The-Room-STORE/239099236117369?sk=wall']",['en'],"['Wiseau Studios, Los Angeles, California, USA']","[{'id': 'co0099815', 'name': 'Wiseau-Films'}]",6000000.0,5192088.0,['Drama'],False,99,3.6,97523,9.0
64,tt21106646,https://www.imdb.com/title/tt21106646/,The Next 365 Days,The Next 365 Days,movie,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues and jealousy while a tenacious Nacho works to push them apart.,https://m.media-amazon.com/images/M/MV5BNTc0MTE1NWItMTZjOC00N2Q2LWFhMTAtNmZiNGZlODE1OWM3XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=iXdw5wYI4cY,TV-MA,2022,,2022-08-19,"['Steamy Romance', 'Drama', 'Romance']",['PL'],['https://www.netflix.com/title/81397579/'],"['pl', 'en', 'es']","['Kazimierz Dolny, Lubelskie, Poland']","[{'id': 'co0759645', 'name': 'Open Mind Production'}, {'id': 'co0726975', 'name': 'Ekipa'}]",,,"['Drama', 'Romance']",False,112,2.9,11508,
